OBJECTID,Shape,ID_PARADERO,ID_PARADA,ID_RUTA,NRO_PARADA,DIRECCION,TIPO_PARADA,RECORRIDO,CODIGO_RUTA,NOMBRE_RUTA,SISTEMA_RUTA,TIPO_RUTA,EMPRESA,X_MAGNAMED,Y_MAGNAMED,LONGITUD,LATITUD
100,"(826027.4391, 1186977.0025)",50164,90332089,90332,89.0,"CR 152 x CL 60, Medellin",Reglamentaria,Destino-Origen,C23i,Las Playas-estación San Javier,8A,Integrada,Tax Maya,826027.4391,1186977.0025,-75.64937481,6.28489258
101,"(826037.6791, 1186116.9484)",50166,90330008,90330,8.0,"CL 63 145-137, Medellin",Reglamentaria,Origen-Destino,C23i,El Patio-estación San Javier,8A,Integrada,Tax Maya,826037.6791,1186116.9484,-75.64928104,6.2771173
102,"(826087.6344000003, 1185688.1672999999)",50170,90331088,90331,88.0,"CL 60C x CR 145, Medellin",Reglamentaria,Destino-Origen,C23i,La Palma-estación San Javier,8A,Integrada,Tax Maya,826087.6344,1185688.1673,-75.64882908,6.27324099
103,"(826088.3837000004, 1185678.4774000002)",50171,90331003,90331,3.0,"CL 60C 145-293, Medellin",Reglamentaria,Origen-Destino,C23i,La Palma-estación San Javier,8A,Integrada,Tax Maya,826088.3837,1185678.4774,-75.6488223,6.27315339
104,"(826129.6224, 1186815.1871)",50176,90332088,90332,88.0,"CR 151 65A-100, Medellin",Reglamentaria,Destino-Origen,C23i,Las Playas-estación San Javier,8A,Integrada,Tax Maya,826129.6224,1186815.1871,-75.64845135,6.28342984
105,"(826159.7109, 1186092.0806)",50178,90330009,90330,9.0,"CR 145 62B-275 Vda El Patio, Medellin",Reglamentaria,Origen-Destino,C23i,El Patio-estación San Javier,8A,Integrada,Tax Maya,826159.7109,1186092.0806,-75.64817847,6.27689266
106,"(826307.4025, 1185976.2662)",50187,90330010,90330,10.0,"CL 62B  144-270 Vda El Patio, Medellin",Reglamentaria,Origen-Destino,C23i,El Patio-estación San Javier,8A,Integrada,Tax Maya,826307.4025,1185976.2662,-75.64684393,6.27584585
107,"(826315.5399, 1187474.0868000002)",50188,90353007,90353,7.0,"CR 150 68-325, Medellin",Reglamentaria,Origen-Destino,255 V3 HOR ESP,Boqueron Centro Horario Especial,2A,Directa Centro,Rápido San Cristóbal,826315.5399,1187474.0868,-75.64677253,6.28938687
108,"(826315.5399, 1187474.0868000002)",50188,90090007,90090,7.0,"CR 150 68-325, Medellin",Reglamentaria,Origen-Destino,255V3 ,Derecha Vereda Boquerón - Parque San Cristóbal,2A,Directa No Centro,Rápido San Cristóbal,826315.5399,1187474.0868,-75.64677253,6.28938687
109,"(826317.7729, 1185983.7804999999)",50190,90330086,90330,86.0,"VDA SUBURBANO PALMA PATIO MZ 006 LT 0063, Medellin",Reglamentaria,Destino-Origen,C23i,El Patio-estación San Javier,8A,Integrada,Tax Maya,826317.7729,1185983.7805,-75.64675025,6.2759138
110,"(826319.315, 1185768.0819)",50191,90331087,90331,87.0,"CL 60C 144A-136, Medellin",Reglamentaria,Destino-Origen,C23i,La Palma-estación San Javier,8A,Integrada,Tax Maya,826319.315,1185768.0819,-75.64673601,6.27396378
111,"(826319.315, 1185768.0819)",50191,90326063,90326,63.0,"CL 60C 144A-136, Medellin",Reglamentaria,Destino-Origen,C23_Alterna,San Cristóbal-La Asomadera-Centro,8A,Directa Centro,Tax Maya,826319.315,1185768.0819,-75.64673601,6.27396378
112,"(826319.315, 1185768.0819)",50191,90327063,90327,63.0,"CL 60C 144A-136, Medellin",Reglamentaria,Destino-Origen,C23,San Cristóbal-San Javier-La Loma-Centro,8A,Directa Centro,Tax Maya,826319.315,1185768.0819,-75.64673601,6.27396378
113,"(826320.1795, 1187478.7987000002)",50192,90353088,90353,88.0,"VDA SUBURBANO TRAVESIAS MZ 016 LT 0042, Medellin",Reglamentaria,Destino-Origen,255 V3 HOR ESP,Boqueron Centro Horario Especial,2A,Directa Centro,Rápido San Cristóbal,826320.1795,1187478.7987,-75.64673062,6.28942947
114,"(826320.1795, 1187478.7987000002)",50192,90091009,90091,9.0,"VDA SUBURBANO TRAVESIAS MZ 016 LT 0042, Medellin",Reglamentaria,Destino-Origen,255V3,Izquierda Vereda Boquerón - Parque San Cristóbal,2A,Directa No Centro,Rápido San Cristóbal,826320.1795,1187478.7987,-75.64673062,6.28942947
115,"(826379.8446000004, 1187968.3218999999)",50194,90088089,90088,89.0,"CL 74A 149-434, Medellin",Reglamentaria,Destino-Origen,255V1D,Vereda El Llano - Centro,2A,Directa Centro,Rápido San Cristóbal,826379.8446,1187968.3219,-75.64619223,6.29385508
116,"(826379.8446000004, 1187968.3218999999)",50194,90087001,90087,1.0,"CL 74A 149-434, Medellin",Reglamentaria,Origen-Destino,255V1 ,Vereda El Llano - Parque San Cristóbal,2A,Directa No Centro,Rápido San Cristóbal,826379.8446,1187968.3219,-75.64619223,6.29385508
117,"(826379.8446000004, 1187968.3218999999)",50194,90347001,90347,1.0,"CL 74A 149-434, Medellin",Reglamentaria,Origen-Destino,255V4,Las Playas,2A,Directa No Centro,Rápido San Cristóbal,826379.8446,1187968.3219,-75.64619223,6.29385508
118,"(826379.8446000004, 1187968.3218999999)",50194,90349001,90349,1.0,"CL 74A 149-434, Medellin",Reglamentaria,Origen-Destino,255V5,La Cuchilla,2A,Directa No Centro,Rápido San Cristóbal,826379.8446,1187968.3219,-75.64619223,6.29385508
119,"(826379.8446000004, 1187968.3218999999)",50194,90351001,90351,1.0,"CL 74A 149-434, Medellin",Reglamentaria,Origen-Destino,255i,El Llano,2A,Integrada,Rápido San Cristóbal,826379.8446,1187968.3219,-75.64619223,6.29385508
120,"(826387.3143, 1186525.8070999999)",50196,90332086,90332,86.0,"CR 52 x CR 62B  , Medellin",Reglamentaria,Destino-Origen,C23i,Las Playas-estación San Javier,8A,Integrada,Tax Maya,826387.3143,1186525.8071,-75.64612271,6.28081407
121,"(826432.9116, 1186420.6472999998)",50198,90332006,90332,6.0,"CR 152 x CL 60, Medellin",Reglamentaria,Origen-Destino,C23i,Las Playas-estación San Javier,8A,Integrada,Tax Maya,826432.9116,1186420.6473,-75.6457106,6.27986344
122,"(826468.0708000006, 1186004.1979)",50199,90330011,90330,11.0,"CL 62B 144-53, Medellin",Reglamentaria,Origen-Destino,C23i,El Patio-estación San Javier,8A,Integrada,Tax Maya,826468.0708,1186004.1979,-75.64539236,6.27609859
123,"(826475.4081, 1186012.5019999999)",50201,90330085,90330,85.0,"CL 62B 143A-06, Medellin",Reglamentaria,Destino-Origen,C23i,El Patio-estación San Javier,8A,Integrada,Tax Maya,826475.4081,1186012.502,-75.64532608,6.27617367
124,"(826490.8383, 1185857.7063000002)",50203,90334001,90334,1.0,"CL 60C 144A-93, Medellin",Reglamentaria,Origen-Destino,C23i,San Cristóbal-Calle Negra-estación Aurora,8A,Integrada,Tax Maya,826490.8383,1185857.7063,-75.64518646,6.27477427
125,"(826490.8383, 1185857.7063000002)",50203,90331005,90331,5.0,"CL 60C 144A-93, Medellin",Reglamentaria,Origen-Destino,C23i,La Palma-estación San Javier,8A,Integrada,Tax Maya,826490.8383,1185857.7063,-75.64518646,6.27477427
126,"(826490.8383, 1185857.7063000002)",50203,90328002,90328,2.0,"CL 60C 144A-93, Medellin",Reglamentaria,Origen-Destino,C23i IZQUIERA,San Cristóbal-estación San Javier,8A,Integrada,Tax Maya,826490.8383,1185857.7063,-75.64518646,6.27477427
127,"(826490.8383, 1185857.7063000002)",50203,90355002,90355,2.0,"CL 60C 144A-93, Medellin",Reglamentaria,Origen-Destino,C23i DERECHA,San Cristóbal-estación San Javier,8A,Integrada,Tax Maya,826490.8383,1185857.7063,-75.64518646,6.27477427
128,"(826494.9258000006, 1185866.7275)",50205,90328084,90328,84.0,"CL 60C 144A-138, Medellin",Reglamentaria,Destino-Origen,C23i IZQUIERA,San Cristóbal-estación San Javier,8A,Integrada,Tax Maya,826494.9258,1185866.7275,-75.64514954,6.27485583
129,"(826494.9258000006, 1185866.7275)",50205,90334025,90334,25.0,"CL 60C 144A-138, Medellin",Reglamentaria,Destino-Origen,C23i,San Cristóbal-Calle Negra-estación Aurora,8A,Integrada,Tax Maya,826494.9258,1185866.7275,-75.64514954,6.27485583
130,"(826494.9258000006, 1185866.7275)",50205,90355082,90355,82.0,"CL 60C 144A-138, Medellin",Reglamentaria,Destino-Origen,C23i DERECHA,San Cristóbal-estación San Javier,8A,Integrada,Tax Maya,826494.9258,1185866.7275,-75.64514954,6.27485583
131,"(826494.9258000006, 1185866.7275)",50205,90331086,90331,86.0,"CL 60C 144A-138, Medellin",Reglamentaria,Destino-Origen,C23i,La Palma-estación San Javier,8A,Integrada,Tax Maya,826494.9258,1185866.7275,-75.64514954,6.27485583
132,"(826550.4194000005, 1186268.9808999998)",50212,90332007,90332,7.0,"CR 52 x CR 62B  , Medellin",Reglamentaria,Origen-Destino,C23i,Las Playas-estación San Javier,8A,Integrada,Tax Maya,826550.4194,1186268.9809,-75.64464872,6.27849247
133,"(826647.3458000002, 1185943.7205000003)",50222,90330084,90330,84.0,"CL 60C x CR 143, Medellin",Reglamentaria,Destino-Origen,C23i,El Patio-estación San Javier,8A,Integrada,Tax Maya,826647.3458,1185943.7205,-75.64377257,6.27555209
134,"(826647.3458000002, 1185943.7205000003)",50222,90328083,90328,83.0,"CL 60C x CR 143, Medellin",Reglamentaria,Destino-Origen,C23i IZQUIERA,San Cristóbal-estación San Javier,8A,Integrada,Tax Maya,826647.3458,1185943.7205,-75.64377257,6.27555209
135,"(826647.3458000002, 1185943.7205000003)",50222,90331085,90331,85.0,"CL 60C x CR 143, Medellin",Reglamentaria,Destino-Origen,C23i,La Palma-estación San Javier,8A,Integrada,Tax Maya,826647.3458,1185943.7205,-75.64377257,6.27555209
136,"(826647.3458000002, 1185943.7205000003)",50222,90355081,90355,81.0,"CL 60C x CR 143, Medellin",Reglamentaria,Destino-Origen,C23i DERECHA,San Cristóbal-estación San Javier,8A,Integrada,Tax Maya,826647.3458,1185943.7205,-75.64377257,6.27555209
137,"(826658.8142, 1185941.0409)",50227,90328003,90328,3.0,"CL 60C x CR 143, Medellin",Reglamentaria,Origen-Destino,C23i IZQUIERA,San Cristóbal-estación San Javier,8A,Integrada,Tax Maya,826658.8142,1185941.0409,-75.64366895,6.27552788
138,"(826658.8142, 1185941.0409)",50227,90331006,90331,6.0,"CL 60C x CR 143, Medellin",Reglamentaria,Origen-Destino,C23i,La Palma-estación San Javier,8A,Integrada,Tax Maya,826658.8142,1185941.0409,-75.64366895,6.27552788
139,"(826658.8142, 1185941.0409)",50227,90330012,90330,12.0,"CL 60C x CR 143, Medellin",Reglamentaria,Origen-Destino,C23i,El Patio-estación San Javier,8A,Integrada,Tax Maya,826658.8142,1185941.0409,-75.64366895,6.27552788
140,"(826658.8142, 1185941.0409)",50227,90355003,90355,3.0,"CL 60C x CR 143, Medellin",Reglamentaria,Origen-Destino,C23i DERECHA,San Cristóbal-estación San Javier,8A,Integrada,Tax Maya,826658.8142,1185941.0409,-75.64366895,6.27552788
141,"(827008.2886, 1186897.2132)",50290,90087004,90087,4.0,"CR 136C 66-241, Medellin",Reglamentaria,Origen-Destino,255V1 ,Vereda El Llano - Parque San Cristóbal,2A,Directa No Centro,Rápido San Cristóbal,827008.2886,1186897.2132,-75.64051276,6.28417259
142,"(827008.2886, 1186897.2132)",50290,90088004,90088,4.0,"CR 136C 66-241, Medellin",Reglamentaria,Origen-Destino,255V1D,Vereda El Llano - Centro,2A,Directa Centro,Rápido San Cristóbal,827008.2886,1186897.2132,-75.64051276,6.28417259
143,"(827008.2886, 1186897.2132)",50290,90351004,90351,4.0,"CR 136C 66-241, Medellin",Reglamentaria,Origen-Destino,255i,El Llano,2A,Integrada,Rápido San Cristóbal,827008.2886,1186897.2132,-75.64051276,6.28417259
144,"(827013.1751, 1186912.0106000002)",50291,90087014,90087,14.0,"CR 136C 66-284, Medellin",Reglamentaria,Destino-Origen,255V1 ,Vereda El Llano - Parque San Cristóbal,2A,Directa No Centro,Rápido San Cristóbal,827013.1751,1186912.0106,-75.64046863,6.28430637
145,"(827013.1751, 1186912.0106000002)",50291,90088086,90088,86.0,"CR 136C 66-284, Medellin",Reglamentaria,Destino-Origen,255V1D,Vereda El Llano - Centro,2A,Directa Centro,Rápido San Cristóbal,827013.1751,1186912.0106,-75.64046863,6.28430637
146,"(827013.1751, 1186912.0106000002)",50291,90351025,90351,25.0,"CR 136C 66-284, Medellin",Reglamentaria,Destino-Origen,255i,El Llano,2A,Integrada,Rápido San Cristóbal,827013.1751,1186912.0106,-75.64046863,6.28430637
147,"(827020.4395000002, 1186395.9900000005)",50292,90326003,90326,3.0,"CL 63 137-23, Medellin",Reglamentaria,Origen-Destino,C23_Alterna,San Cristóbal-La Asomadera-Centro,8A,Directa Centro,Tax Maya,827020.4395,1186395.99,-75.64040232,6.27964131
148,"(827020.4395000002, 1186395.9900000005)",50292,90327003,90327,3.0,"CL 63 137-23, Medellin",Reglamentaria,Origen-Destino,C23,San Cristóbal-San Javier-La Loma-Centro,8A,Directa Centro,Tax Maya,827020.4395,1186395.99,-75.64040232,6.27964131
149,"(827071.8805, 1186387.7432)",50298,90084003,90084,3.0,"CL 63 x CR 135, Medellin",Reglamentaria,Origen-Destino,255i,Metrocable Aurora-Cárcel,2A,Integrada,Rápido San Cristóbal,827071.8805,1186387.7432,-75.63993755,6.27956683
150,"(827089.4447000002, 1185979.2974999999)",50302,90332010,90332,10.0,"CR 134 x CL 58C, Medellin",Reglamentaria,Origen-Destino,C23i,Las Playas-estación San Javier,8A,Integrada,Tax Maya,827089.4447,1185979.2975,-75.63977833,6.27587431
151,"(827094.7212, 1185982.2096000004)",50305,90332081,90332,81.0,"CR 134 60A-74, Medellin",Reglamentaria,Destino-Origen,C23i,Las Playas-estación San Javier,8A,Integrada,Tax Maya,827094.7212,1185982.2096,-75.63973066,6.27590064
152,"(827094.7212, 1185982.2096000004)",50305,90330083,90330,83.0,"CR 134 60A-74, Medellin",Reglamentaria,Destino-Origen,C23i,El Patio-estación San Javier,8A,Integrada,Tax Maya,827094.7212,1185982.2096,-75.63973066,6.27590064
153,"(827146.5027, 1186340.4181)",50310,90328077,90328,77.0,"CL 63 134-22, Medellin",Reglamentaria,Destino-Origen,C23i IZQUIERA,San Cristóbal-estación San Javier,8A,Integrada,Tax Maya,827146.5027,1186340.4181,-75.63926329,6.27913908
154,"(827146.5027, 1186340.4181)",50310,90331080,90331,80.0,"CL 63 134-22, Medellin",Reglamentaria,Destino-Origen,C23i,La Palma-estación San Javier,8A,Integrada,Tax Maya,827146.5027,1186340.4181,-75.63926329,6.27913908
155,"(827146.5027, 1186340.4181)",50310,90355075,90355,75.0,"CL 63 134-22, Medellin",Reglamentaria,Destino-Origen,C23i DERECHA,San Cristóbal-estación San Javier,8A,Integrada,Tax Maya,827146.5027,1186340.4181,-75.63926329,6.27913908
156,"(827147.2055, 1186333.3436)",50311,90331012,90331,12.0,"CL 63 134-19, Medellin",Reglamentaria,Origen-Destino,C23i,La Palma-estación San Javier,8A,Integrada,Tax Maya,827147.2055,1186333.3436,-75.63925693,6.27907512
157,"(827147.2055, 1186333.3436)",50311,90328010,90328,10.0,"CL 63 134-19, Medellin",Reglamentaria,Origen-Destino,C23i IZQUIERA,San Cristóbal-estación San Javier,8A,Integrada,Tax Maya,827147.2055,1186333.3436,-75.63925693,6.27907512
158,"(827147.2055, 1186333.3436)",50311,90355010,90355,10.0,"CL 63 134-19, Medellin",Reglamentaria,Origen-Destino,C23i DERECHA,San Cristóbal-estación San Javier,8A,Integrada,Tax Maya,827147.2055,1186333.3436,-75.63925693,6.27907512
159,"(827149.2986, 1186656.4742)",50312,90088085,90088,85.0,"CL 66 136C-10, Medellin",Reglamentaria,Destino-Origen,255V1D,Vereda El Llano - Centro,2A,Directa Centro,Rápido San Cristóbal,827149.2986,1186656.4742,-75.63923843,6.28199638
160,"(827149.2986, 1186656.4742)",50312,90087013,90087,13.0,"CL 66 136C-10, Medellin",Reglamentaria,Destino-Origen,255V1 ,Vereda El Llano - Parque San Cristóbal,2A,Directa No Centro,Rápido San Cristóbal,827149.2986,1186656.4742,-75.63923843,6.28199638
161,"(827149.2986, 1186656.4742)",50312,90351024,90351,24.0,"CL 66 136C-10, Medellin",Reglamentaria,Destino-Origen,255i,El Llano,2A,Integrada,Rápido San Cristóbal,827149.2986,1186656.4742,-75.63923843,6.28199638
162,"(827221.3603, 1186320.6173)",50317,90327004,90327,4.0,"CL 63 133-131, Medellin",Reglamentaria,Origen-Destino,C23,San Cristóbal-San Javier-La Loma-Centro,8A,Directa Centro,Tax Maya,827221.3603,1186320.6173,-75.63858693,6.27896017
163,"(827221.3603, 1186320.6173)",50317,90326004,90326,4.0,"CL 63 133-131, Medellin",Reglamentaria,Origen-Destino,C23_Alterna,San Cristóbal-La Asomadera-Centro,8A,Directa Centro,Tax Maya,827221.3603,1186320.6173,-75.63858693,6.27896017
164,"(827231.1617, 1182727.247)",50319,90298025,90298,25.0,"Vda Aguas Frias - El Corazon el Morro-3, Medellin",Reglamentaria,Destino-Origen,202i,El Morro-Travesías-Corazón-Santa Lucía,8A,Integrada,Conducciones América,827231.1617,1182727.247,-75.63849383,6.24647442
165,"(827235.2099, 1182720.5398)",50320,90298001,90298,1.0,"Vda Aguas Frias - El Corazon el Morro-1, Medellin",Reglamentaria,Origen-Destino,202i,El Morro-Travesías-Corazón-Santa Lucía,8A,Integrada,Conducciones América,827235.2099,1182720.5398,-75.63845725,6.24641379
166,"(827259.1705, 1185962.7735000001)",50325,90332011,90332,11.0,"CL 58C x CR 132  , Medellin",Reglamentaria,Origen-Destino,C23i,Las Playas-estación San Javier,8A,Integrada,Tax Maya,827259.1705,1185962.7735,-75.63824487,6.27572514
167,"(827259.1705, 1185962.7735000001)",50325,90330013,90330,13.0,"CL 58C x CR 132  , Medellin",Reglamentaria,Origen-Destino,C23i,El Patio-estación San Javier,8A,Integrada,Tax Maya,827259.1705,1185962.7735,-75.63824487,6.27572514
168,"(827318.3332, 1186313.6735)",50338,90334021,90334,21.0,"CL 63 133-08, Medellin",Reglamentaria,Destino-Origen,C23i,San Cristóbal-Calle Negra-estación Aurora,8A,Integrada,Tax Maya,827318.3332,1186313.6735,-75.63771079,6.27889751
169,"(827318.3332, 1186313.6735)",50338,90328076,90328,76.0,"CL 63 133-08, Medellin",Reglamentaria,Destino-Origen,C23i IZQUIERA,San Cristóbal-estación San Javier,8A,Integrada,Tax Maya,827318.3332,1186313.6735,-75.63771079,6.27889751
170,"(827318.3332, 1186313.6735)",50338,90331079,90331,79.0,"CL 63 133-08, Medellin",Reglamentaria,Destino-Origen,C23i,La Palma-estación San Javier,8A,Integrada,Tax Maya,827318.3332,1186313.6735,-75.63771079,6.27889751
171,"(827318.3332, 1186313.6735)",50338,90355074,90355,74.0,"CL 63 133-08, Medellin",Reglamentaria,Destino-Origen,C23i DERECHA,San Cristóbal-estación San Javier,8A,Integrada,Tax Maya,827318.3332,1186313.6735,-75.63771079,6.27889751
172,"(827318.3332, 1186313.6735)",50338,90347010,90347,10.0,"CL 63 133-08, Medellin",Reglamentaria,Destino-Origen,255V4,Las Playas,2A,Directa No Centro,Rápido San Cristóbal,827318.3332,1186313.6735,-75.63771079,6.27889751
173,"(827318.3332, 1186313.6735)",50338,90349014,90349,14.0,"CL 63 133-08, Medellin",Reglamentaria,Destino-Origen,255V5,La Cuchilla,2A,Directa No Centro,Rápido San Cristóbal,827318.3332,1186313.6735,-75.63771079,6.27889751
174,"(827338.5393, 1186293.2971)",50340,90328011,90328,11.0,"CL 63 132-49, Medellin",Reglamentaria,Origen-Destino,C23i IZQUIERA,San Cristóbal-estación San Javier,8A,Integrada,Tax Maya,827338.5393,1186293.2971,-75.6375282,6.27871333
175,"(827338.5393, 1186293.2971)",50340,90331013,90331,13.0,"CL 63 132-49, Medellin",Reglamentaria,Origen-Destino,C23i,La Palma-estación San Javier,8A,Integrada,Tax Maya,827338.5393,1186293.2971,-75.6375282,6.27871333
176,"(827338.5393, 1186293.2971)",50340,90334005,90334,5.0,"CL 63 132-49, Medellin",Reglamentaria,Origen-Destino,C23i,San Cristóbal-Calle Negra-estación Aurora,8A,Integrada,Tax Maya,827338.5393,1186293.2971,-75.6375282,6.27871333
177,"(827338.5393, 1186293.2971)",50340,90355011,90355,11.0,"CL 63 132-49, Medellin",Reglamentaria,Origen-Destino,C23i DERECHA,San Cristóbal-estación San Javier,8A,Integrada,Tax Maya,827338.5393,1186293.2971,-75.6375282,6.27871333
178,"(827338.5393, 1186293.2971)",50340,90347007,90347,7.0,"CL 63 132-49, Medellin",Reglamentaria,Origen-Destino,255V4,Las Playas,2A,Directa No Centro,Rápido San Cristóbal,827338.5393,1186293.2971,-75.6375282,6.27871333
179,"(827338.5393, 1186293.2971)",50340,90349011,90349,11.0,"CL 63 132-49, Medellin",Reglamentaria,Origen-Destino,255V5,La Cuchilla,2A,Directa No Centro,Rápido San Cristóbal,827338.5393,1186293.2971,-75.6375282,6.27871333
180,"(828411.4940000005, 1183746.6792000001)",50513,90302042,90302,42.0,"CR 120 115A-131, Medellin",Reglamentaria,Destino-Origen,221A,San Javier Derecho-La Caseta-Oriental,8A,Directa Centro,Conducciones América,828411.494,1183746.6792,-75.62783145,6.25569195
181,"(828411.4940000005, 1183746.6792000001)",50513,90315022,90315,22.0,"CR 120 115A-131, Medellin",Reglamentaria,Destino-Origen,227i-C,Caseta,8A,Integrada,Metrosan,828411.494,1183746.6792,-75.62783145,6.25569195
182,"(828413.1158, 1184009.1064)",50515,90331037,90331,37.0,"CL 43 120A-07, Medellin",Reglamentaria,Origen-Destino,C23i,La Palma-estación San Javier,8A,Integrada,Tax Maya,828413.1158,1184009.1064,-75.62781708,6.25806441
183,"(828413.1158, 1184009.1064)",50515,90329019,90329,19.0,"CL 43 120A-07, Medellin",Reglamentaria,Origen-Destino,C23i,La Asomadera-estación San Javier,8A,Integrada,Tax Maya,828413.1158,1184009.1064,-75.62781708,6.25806441
184,"(828413.1158, 1184009.1064)",50515,90333034,90333,34.0,"CL 43 120A-07, Medellin",Reglamentaria,Origen-Destino,C23i,Pedregal Bajo-estación San Javier,8A,Integrada,Tax Maya,828413.1158,1184009.1064,-75.62781708,6.25806441
185,"(828413.1158, 1184009.1064)",50515,90332037,90332,37.0,"CL 43 120A-07, Medellin",Reglamentaria,Origen-Destino,C23i,Las Playas-estación San Javier,8A,Integrada,Tax Maya,828413.1158,1184009.1064,-75.62781708,6.25806441
186,"(828413.1158, 1184009.1064)",50515,90330039,90330,39.0,"CL 43 120A-07, Medellin",Reglamentaria,Origen-Destino,C23i,El Patio-estación San Javier,8A,Integrada,Tax Maya,828413.1158,1184009.1064,-75.62781708,6.25806441
187,"(828413.2963, 1184042.4006)",50516,90326017,90326,17.0,"CL 43 120B-, Medellin",Reglamentaria,Origen-Destino,C23_Alterna,San Cristóbal-La Asomadera-Centro,8A,Directa Centro,Tax Maya,828413.2963,1184042.4006,-75.62781548,6.25836541
